what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832312358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832313639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832326713
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698832327312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832327616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832331463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832331694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832353755
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1698832354707
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698832359978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1698832408198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1698832423479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698832424034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832427083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832427430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832427686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832431295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832432681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832435775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832435901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832490008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832491779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1698832507511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698832508899
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1698832540521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698832541237
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832541768
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698832542408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832542715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832546425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832553716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832555169
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832555526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832569467
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1698832569603
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698832578422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1698832582361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698832583262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832583721
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698832584955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832585251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832588981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832592598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832628820
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1698832628916
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698832633563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832651871
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698832664799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832665104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832668907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832670701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832698743
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1698832698840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832699503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1698832699519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698832699886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832708863
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698832708999
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1698832710066
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698832710819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832721745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832721799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1698832741449
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698832744407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832744944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1698832780079
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832785251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832786749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832786956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832787173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832787537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832787887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832791388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832810964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832811345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832812966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832850247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832855002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832855582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1698832920566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832921056
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698832922273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832922584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832926276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832932565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832961397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698832962650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698832963190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832964200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832965677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832966077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832979861
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1698832979983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832980394
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1698832980410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698832980713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832983047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832985168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698832986527
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698832986633
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698832987458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833056292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833165741
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1698833191775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698833193589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698833202538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698833275926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833300527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833379477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833429502
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833447405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698833447893
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833448886
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698833448886
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1698833449454
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833450120
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833450120
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833450804
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833450804
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833451596
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833452144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833455319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833459828
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833459945
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833459945
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698833460986
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698833461002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698833467792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698879471155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698879471475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698879472561
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698879472614
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201109151620,"org.eclipse.cdt.build.crossgcc",1698879472850
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1698879472850
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1698879472850
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1698879472850
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1698879472850
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201109151620,"org.eclipse.cdt.launch.remote",1698879472850
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1698883497730
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1698883497730
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1698883497731
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1698883497731
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1698883497731
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201109151620,"org.eclipse.cdt.codan.core",1698883497731
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1698883497731
