what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698827488362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827488669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827499776
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698827500771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827506491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827565304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1698827582375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698827583303
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698827584342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827584650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827588316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827593297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827618831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698827619930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698827621350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827627639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827628324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827632162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827645976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1698827659674
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1698827661244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698827662403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698827662865
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698827664365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827664647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827668313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827676881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827678189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827678646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827680285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698827682000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698827683246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827685958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827707316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1698827721244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698827723520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698827725059
