what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1698798786775
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1698798786776
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1698798786776
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1698798786776
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1698798786776
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1698798786776
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1698798786777
os,sysinfo,,,"win32",1698798786778
arch,sysinfo,,,"x86",1698798786778
ws,sysinfo,,,"win32",1698798786778
locale,sysinfo,,,"ko_KR",1698798786778
processors,sysinfo,,,"8",1698798786778
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1698798786778
java.runtime.version,sysinfo,,,"1.7.0_07-b10",1698798786778
java.specification.name,sysinfo,,,"Java Platform API Specification",1698798786778
java.specification.vendor,sysinfo,,,"Oracle Corporation",1698798786778
java.specification.version,sysinfo,,,"1.7",1698798786778
java.vendor,sysinfo,,,"Oracle Corporation",1698798786778
java.version,sysinfo,,,"1.7.0_07",1698798786778
java.vm.info,sysinfo,,,"mixed mode",1698798786778
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1698798786778
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1698798786778
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1698798786778
java.vm.specification.version,sysinfo,,,"1.7",1698798786778
java.vm.vendor,sysinfo,,,"Oracle Corporation",1698798786778
java.vm.version,sysinfo,,,"23.3-b01",1698798786778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698798788338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698798985459
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1698798985588
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1698798985596
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1698798985612
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201109151620,"org.eclipse.cdt.msw.build",1698798985634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698798988224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698798998537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799002165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799026419
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1698799044912
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799044914
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799044981
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1698799045480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799061109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799080610
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698799080619
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1698799085027
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799106616
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698799108067
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799108067
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1698799108075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799118829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799177867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799196918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799223412
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799226133
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799226196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799231677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799239220
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698799239241
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799239411
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698799239454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698799257142
